,Unnamed: 0,id,userName,userImage,date,score,scoreText,url,title,text,replyDate,replyText,version,thumbsUp,criterias,App_Id,label
1001,1001,gp:AOqpTOF1Z5qRLOvxpmB6xRn45ID_7Dsb-2zFKQTDe9dKXbFcdSLme5hpS0Rj9BkNmy6tq8aRVH8zfb76u7j-O68,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,2018-01-02T20:19:11.449Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papascupcakeriatogo&reviewId=gp:AOqpTOF1Z5qRLOvxpmB6xRn45ID_7Dsb-2zFKQTDe9dKXbFcdSLme5hpS0Rj9BkNmy6tq8aRVH8zfb76u7j-O68,,I loved this game it was like baking cupcakes just like at my moms real bakery,,,,0,"[{'criteria': 'vaf_games_beautiful', 'rating': 1}, {'criteria': 'vaf_games_feature_leaderboard', 'rating': 1}, {'criteria': 'vaf_games_realistic', 'rating': 1}]",air.com.flipline.papascupcakeriatogo,0
1002,1002,gp:AOqpTOEUvYgTh--vjbfqHEzMUNvZvaQfjni6n8zdsWroLaduxfnchGxdXztxQ5j59w30SF93PV9OLK1P1mcyzp4,Nichole GIBSON,https://play-lh.googleusercontent.com/a-/AOh14GisoXEqxxSuptUE9nYNGRG9mLwIrqA_Ve2_kFInXg,2015-10-31T12:12:02.267Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papascupcakeriatogo&reviewId=gp:AOqpTOEUvYgTh--vjbfqHEzMUNvZvaQfjni6n8zdsWroLaduxfnchGxdXztxQ5j59w30SF93PV9OLK1P1mcyzp4,,Love playing on laptop,,,,0,[],air.com.flipline.papascupcakeriatogo,0
1003,1003,gp:AOqpTOGXPXL__znGkym0XDxJUYUnZ7u7rQk2sRHhEu_mJK2Utd0qbfbam9dHuAjRBByVCIFNiKIUx8RBipJOiQw,Katrina Cooper,https://play-lh.googleusercontent.com/a-/AOh14GhMwWfvM2iuwin9AwF9rG0m4M4wid15-FGrD9iHkw,2020-02-07T08:04:46.429Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papascupcakeriatogo&reviewId=gp:AOqpTOGXPXL__znGkym0XDxJUYUnZ7u7rQk2sRHhEu_mJK2Utd0qbfbam9dHuAjRBByVCIFNiKIUx8RBipJOiQw,,"By far the BEST of the ""Papa's games""! Compared to some of the newer games I've played mobile this one gets me hooked every time. You just can't customize your character... Maybe that's why it has ⭐ 4.3. But don't let that hinder your decision on playing because you'll enjoy this thoroughly especially if you love Backflip Studios.",,,1.1.1,73,"[{'criteria': 'vaf_games_customizable', 'rating': 2}, {'criteria': 'vaf_games_genre_ball', 'rating': 2}, {'criteria': 'vaf_games_fun', 'rating': 1}]",air.com.flipline.papascupcakeriatogo,0
1004,1004,gp:AOqpTOGkq5UeCf8tnF_MXbePqQm-XkKe3S2gP4ZS8-8rZZHQ023Sv2NrVP8EVMzGpCmtlx9JUP8ZO4uccvZ5iXk,Kitten Smith,https://play-lh.googleusercontent.com/a-/AOh14Gh-6RhKJN3_ZFnVgh8z_WlxyLvnXjvKrRj-vsmZLQ,2017-05-26T02:04:04.289Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papascupcakeriatogo&reviewId=gp:AOqpTOGkq5UeCf8tnF_MXbePqQm-XkKe3S2gP4ZS8-8rZZHQ023Sv2NrVP8EVMzGpCmtlx9JUP8ZO4uccvZ5iXk,,It's a good game. It's pretty fun.,,,1.0.2,5,"[{'criteria': 'vaf_games_rating_controls', 'rating': None}, {'criteria': 'vaf_games_rating_gameplay', 'rating': None}, {'criteria': 'vaf_games_rating_graphics', 'rating': None}]",air.com.flipline.papascupcakeriatogo,0
1005,1005,gp:AOqpTOFQg-cjAGgZciFpRBjCM3M7IcWm95Rn7939kwW-crJE5zyMnaWXLbDmdyPOc6WH_mCZZ5v9rWrGPhSavsY,Cynnabuns,https://play-lh.googleusercontent.com/a-/AOh14GgO6F0ALnePHhMRJ5StdwXc95PG_JZI-oa3s0pLkA,2016-07-22T11:33:13.751Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papascupcakeriatogo&reviewId=gp:AOqpTOFQg-cjAGgZciFpRBjCM3M7IcWm95Rn7939kwW-crJE5zyMnaWXLbDmdyPOc6WH_mCZZ5v9rWrGPhSavsY,,I always love flip line games...I'm just sad that Wingeria isn't available for me to download. Is it even for android? If not then...why not?,,,,0,[],air.com.flipline.papascupcakeriatogo,0
1006,1006,gp:AOqpTOE928BpAWGmWFGGNxDnIrPRGuAibNlJzPQVz_QXQYGz1OEFRGRIomO4pbT1hpoTmkbo583cWUopIbO34uY,flores wrld,https://play-lh.googleusercontent.com/a-/AOh14GjGkXVcvZZinNQzfreXvfhPYPjkVpl6pDe-sm4jEQ,2016-09-09T22:40:27.650Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papascupcakeriatogo&reviewId=gp:AOqpTOE928BpAWGmWFGGNxDnIrPRGuAibNlJzPQVz_QXQYGz1OEFRGRIomO4pbT1hpoTmkbo583cWUopIbO34uY,,I love it so much,,,1.0.1,0,[],air.com.flipline.papascupcakeriatogo,0
1007,1007,gp:AOqpTOGxTlszssV1twLPPrHcFQcahgYyB3MNy_cgrdEEheaNdnkRDiJLYCjzUlk0GKKzxGd38f8gtlKRTvkKYi4,Eva Lovern,https://play-lh.googleusercontent.com/a/AATXAJxVjIB-WlG2gl6YiH9uzpFZpUVyIhF7f1rjHnan=mo,2018-12-09T05:33:55.349Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papascupcakeriatogo&reviewId=gp:AOqpTOGxTlszssV1twLPPrHcFQcahgYyB3MNy_cgrdEEheaNdnkRDiJLYCjzUlk0GKKzxGd38f8gtlKRTvkKYi4,,It really awesome I love it,,,,3,"[{'criteria': 'vaf_games_rating_controls', 'rating': None}, {'criteria': 'vaf_games_rating_graphics', 'rating': None}, {'criteria': 'vaf_games_rating_gameplay', 'rating': None}]",air.com.flipline.papascupcakeriatogo,0
1008,1008,gp:AOqpTOEH1XX2zVm0KRoQkzACDSuqlFU78XGnh3Cu4kJdOGvnBKf09iiY9ALua1awMh_Xpm2oSAohM__Z6MsoPd4,Marion Swart,https://play-lh.googleusercontent.com/a-/AOh14Gj2GZV6xz4lxxWfpU9_RIgt8iEE-FBsz_LX6Rw6Xw,2018-07-03T02:49:33.288Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papascupcakeriatogo&reviewId=gp:AOqpTOEH1XX2zVm0KRoQkzACDSuqlFU78XGnh3Cu4kJdOGvnBKf09iiY9ALua1awMh_Xpm2oSAohM__Z6MsoPd4,,Lol I love this game,,,1.0.2,2,"[{'criteria': 'vaf_games_rating_gameplay', 'rating': None}, {'criteria': 'vaf_games_rating_controls', 'rating': None}, {'criteria': 'vaf_games_rating_graphics', 'rating': None}]",air.com.flipline.papascupcakeriatogo,0
1009,1009,gp:AOqpTOHTFQmrCTeEMlzkKO3TqAZA3TnZMBs6seu-ZPJH6md_sb-bra91bZM_aa9293OI9QTqyKKjsZYCMoUFOJw,I’m ready depression,https://play-lh.googleusercontent.com/a-/AOh14GhrcPTX41TRNk9TtGiALiwkQn2ESnobx89nERtswGY,2015-12-09T00:58:16.177Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papascupcakeriatogo&reviewId=gp:AOqpTOHTFQmrCTeEMlzkKO3TqAZA3TnZMBs6seu-ZPJH6md_sb-bra91bZM_aa9293OI9QTqyKKjsZYCMoUFOJw,,I use to play this on the computer but now I play it on my phone it's so awesome and addicting!,,,1.0.1,8,[],air.com.flipline.papascupcakeriatogo,0
1010,1010,gp:AOqpTOFK2NvAVPhdMP9qv0QCCcXaxPRfwbStiOF1-PK-UB9voLvwGtTzwcbqGybg1sd6dMuCxFM6ObYWTlrgDdM,josh,https://play-lh.googleusercontent.com/a-/AOh14GhqOsHeFWa_wC0LOUs9aV5wSl0dhSuryrZbiI1_bQ,2016-01-02T05:34:14.664Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papascupcakeriatogo&reviewId=gp:AOqpTOFK2NvAVPhdMP9qv0QCCcXaxPRfwbStiOF1-PK-UB9voLvwGtTzwcbqGybg1sd6dMuCxFM6ObYWTlrgDdM,,His game is awesome I'm on day 57,,,1.0.1,1,[],air.com.flipline.papascupcakeriatogo,0
