,Unnamed: 0,id,userName,userImage,date,score,scoreText,url,title,text,replyDate,replyText,version,thumbsUp,criterias,App_Id,label
0,0,gp:AOqpTOFj8bIlXQOr4HYQLM8AyS0c6ryXAS74AUn4NIpM8ilXoRhWbMKOCEyB0gG7K7G50izBG6DeeLugO12N4g,Loquat,https://play-lh.googleusercontent.com/a-/AOh14GgwNdQGLLOh8TASp3AIWeRva7HWVQmhDhfTo8_q7A,2021-03-05T20:20:54.324Z,5,5,https://play.google.com/store/apps/details?id=age.of.civilizations2.jakowski.lukasz&reviewId=gp:AOqpTOFj8bIlXQOr4HYQLM8AyS0c6ryXAS74AUn4NIpM8ilXoRhWbMKOCEyB0gG7K7G50izBG6DeeLugO12N4g,,Good game.,,,1.01584_ELA,1,"[{'criteria': 'vaf_games_interactive', 'rating': 3}, {'criteria': 'vaf_games_classic', 'rating': 3}, {'criteria': 'vaf_games_genre_tactical_shooter', 'rating': 3}]",age.of.civilizations2.jakowski.lukasz,0
1,1,gp:AOqpTOFHDUAmYiukHFaxbVsOdmfYRE8MZnH82ilDeoDLDwrNIS9K_5phw9vymPz6n1Znq5p937y3NovrlacKOA,Skadoosh 69,https://play-lh.googleusercontent.com/a-/AOh14GjJEzpdQFfI7AW3n52p5oPX20oWICw2tjUUfhBK6g,2019-12-28T22:36:22.975Z,5,5,https://play.google.com/store/apps/details?id=age.of.civilizations2.jakowski.lukasz&reviewId=gp:AOqpTOFHDUAmYiukHFaxbVsOdmfYRE8MZnH82ilDeoDLDwrNIS9K_5phw9vymPz6n1Znq5p937y3NovrlacKOA,,This is honestly my favorite game to play when I wanna waste time. Please make time to update this game.,,,1.01415_ELA,0,"[{'criteria': 'vaf_games_classic', 'rating': None}, {'criteria': 'vaf_games_genre_massively_multiplayer_online', 'rating': None}, {'criteria': 'vaf_games_sad', 'rating': None}]",age.of.civilizations2.jakowski.lukasz,0
2,2,gp:AOqpTOFA_0-aHJRbdySQMl8RhoWUliD5POxxVC_s8kTfq5xGOXE-BStHMdePuQpB1p-Oa7hb_kySOyLnjzlqXg,neki0 playz,https://play-lh.googleusercontent.com/a-/AOh14Gi3o3ccdOZZuRkKDGgrBpVqhdEhtwec1AoylIRC,2019-02-05T23:48:25.507Z,5,5,https://play.google.com/store/apps/details?id=age.of.civilizations2.jakowski.lukasz&reviewId=gp:AOqpTOFA_0-aHJRbdySQMl8RhoWUliD5POxxVC_s8kTfq5xGOXE-BStHMdePuQpB1p-Oa7hb_kySOyLnjzlqXg,,great game bit would reccoamend a way to make grecce,,,1.01415_ELA,1,"[{'criteria': 'vaf_games_rating_graphics', 'rating': None}, {'criteria': 'vaf_games_rating_controls', 'rating': None}, {'criteria': 'vaf_games_rating_gameplay', 'rating': None}]",age.of.civilizations2.jakowski.lukasz,0
3,3,gp:AOqpTOGTv5hvp9x1UaE9BwNhKCkpNZJzgMWs1-m1wqs1e4cDZQzkqOTxWm_kOjAnflvPuI6iumlRaJK3BwmVrA,sans 45334,https://play-lh.googleusercontent.com/a-/AOh14GgsCrMrFkEgb8ROJJrdykC1VE1m_n_RqN4oH2mrnQ,2019-08-23T19:58:36.829Z,5,5,https://play.google.com/store/apps/details?id=age.of.civilizations2.jakowski.lukasz&reviewId=gp:AOqpTOGTv5hvp9x1UaE9BwNhKCkpNZJzgMWs1-m1wqs1e4cDZQzkqOTxWm_kOjAnflvPuI6iumlRaJK3BwmVrA,,Its gud.,,,1.01415_ELA,0,"[{'criteria': 'vaf_games_rating_gameplay', 'rating': None}, {'criteria': 'vaf_games_rating_graphics', 'rating': None}, {'criteria': 'vaf_games_rating_controls', 'rating': None}]",age.of.civilizations2.jakowski.lukasz,0
4,4,gp:AOqpTOHlmXzQgVoyesXcotmiwX7u5JwJnQ2IjzOrBxNhMUl4t0-Dm8DSTobDJi8tbQg1cDLws986rB_OI9f45w,Kimmy D,https://play-lh.googleusercontent.com/a-/AOh14GhAOfHZIbzNH-_bnG7dZ6ADcHpPRU3kq8Dr80SO,2019-06-04T21:39:48.174Z,5,5,https://play.google.com/store/apps/details?id=age.of.civilizations2.jakowski.lukasz&reviewId=gp:AOqpTOHlmXzQgVoyesXcotmiwX7u5JwJnQ2IjzOrBxNhMUl4t0-Dm8DSTobDJi8tbQg1cDLws986rB_OI9f45w,,Ancient...,,,1.01415_ELA,0,"[{'criteria': 'vaf_games_rating_gameplay', 'rating': None}, {'criteria': 'vaf_games_rating_graphics', 'rating': None}, {'criteria': 'vaf_games_rating_controls', 'rating': None}]",age.of.civilizations2.jakowski.lukasz,0
5,5,gp:AOqpTOEcEXn8wApJTFClOnTg6yDnNR6Ox8O8hYlVwfyH4Cb1Wlt6gp8OOROrRghJiOez3E44XhsIichnlNzeqw,Stranger,https://play-lh.googleusercontent.com/a-/AOh14GjR9e4wYooz1IKpBE7x_wAM47zJlILJX9MCviFV0g,2020-03-01T15:32:42.968Z,5,5,https://play.google.com/store/apps/details?id=age.of.civilizations2.jakowski.lukasz&reviewId=gp:AOqpTOEcEXn8wApJTFClOnTg6yDnNR6Ox8O8hYlVwfyH4Cb1Wlt6gp8OOROrRghJiOez3E44XhsIichnlNzeqw,,I Approve,,,1.01415_ELA,0,"[{'criteria': 'vaf_games_genre_incremental', 'rating': None}, {'criteria': 'vaf_games_subject_chess', 'rating': None}, {'criteria': 'vaf_games_entertaining', 'rating': None}]",age.of.civilizations2.jakowski.lukasz,0
6,6,gp:AOqpTOGG5Anh9t4Ohq6Ds1hwPciqXdDGwdGTSuZiabWgr2n9licf2HYgvcVtx77c0aMEu8DHf0r1DFl5iaNmmw,Mo Ahmed,https://play-lh.googleusercontent.com/a/AATXAJw4ba6wRxsCacDd0LLJTslbYdXA7SA1UuA-HVOP=mo,2018-12-09T00:30:28.130Z,5,5,https://play.google.com/store/apps/details?id=age.of.civilizations2.jakowski.lukasz&reviewId=gp:AOqpTOGG5Anh9t4Ohq6Ds1hwPciqXdDGwdGTSuZiabWgr2n9licf2HYgvcVtx77c0aMEu8DHf0r1DFl5iaNmmw,,Wow! Incredible! One of the most complex games I've ever played on a phone. Has many bugs but they can be fixed easily. Well done.,,,1.01415_ELA,2,"[{'criteria': 'vaf_games_educational', 'rating': 1}, {'criteria': 'vaf_games_genre_abstract_strategy', 'rating': 1}, {'criteria': 'vaf_games_entertaining', 'rating': 1}]",age.of.civilizations2.jakowski.lukasz,0
7,7,gp:AOqpTOHWFQcCtsNlNB7bhlsNiKaANxSn36vvuKVVXEzJJAa-bIi2IrioigJkjwW7pm2q5SxGteNXgBHCSygj1A,TechBro,https://play-lh.googleusercontent.com/a-/AOh14Girq41_0BC6OyGQGf37iVYQ2NpHGRnkWyvk2rdX,2020-10-28T00:36:14.131Z,5,5,https://play.google.com/store/apps/details?id=age.of.civilizations2.jakowski.lukasz&reviewId=gp:AOqpTOHWFQcCtsNlNB7bhlsNiKaANxSn36vvuKVVXEzJJAa-bIi2IrioigJkjwW7pm2q5SxGteNXgBHCSygj1A,,Great!,,,1.01415_ELA,0,"[{'criteria': 'vaf_games_rating_gameplay', 'rating': None}, {'criteria': 'vaf_games_rating_graphics', 'rating': None}, {'criteria': 'vaf_games_rating_controls', 'rating': None}]",age.of.civilizations2.jakowski.lukasz,0
8,8,gp:AOqpTOEO0kYGxN8DqLdyP-AGzYfnl7-gnMc3cr6FuOrQE4SYPbEnMqqE0KHHroHu3EjOv_TYRzyjzlrYDGmQDw,Nathaniel Mosquera,https://play-lh.googleusercontent.com/a/AATXAJwyvFtqXbbUUuJzBdUilIj7WdOoiTnKZb8TJA9P=mo,2018-12-25T19:00:14.236Z,5,5,https://play.google.com/store/apps/details?id=age.of.civilizations2.jakowski.lukasz&reviewId=gp:AOqpTOEO0kYGxN8DqLdyP-AGzYfnl7-gnMc3cr6FuOrQE4SYPbEnMqqE0KHHroHu3EjOv_TYRzyjzlrYDGmQDw,,really good worth the money,,,1.01415_ELA,0,"[{'criteria': 'vaf_games_rating_controls', 'rating': None}, {'criteria': 'vaf_games_rating_gameplay', 'rating': None}, {'criteria': 'vaf_games_rating_graphics', 'rating': None}]",age.of.civilizations2.jakowski.lukasz,0
9,9,gp:AOqpTOGl7K1A0ywPvQ2M5Yiozp9iw6xP1h-lPqt7HwCsjqyDdE7cWJRHnbiFTs3yEaEevx8PUpri_ARdqxkikQ,oozy flipchart,https://play-lh.googleusercontent.com/a-/AOh14GiqepGNzUq9NN9nQLvKoABFH71BBvyJ0zpPWYN1,2020-12-16T00:50:00.392Z,5,5,https://play.google.com/store/apps/details?id=age.of.civilizations2.jakowski.lukasz&reviewId=gp:AOqpTOGl7K1A0ywPvQ2M5Yiozp9iw6xP1h-lPqt7HwCsjqyDdE7cWJRHnbiFTs3yEaEevx8PUpri_ARdqxkikQ,,"Absolutely the best grand strategy game on mobile, dev activly responds to community, well worth the small price! except, every now and then the game breaks and the diplomacy won't open and then I have to uninstall the game.",2020-10-31T08:34:37.959Z,Fixed with update,1.01584_ELA,1,"[{'criteria': 'vaf_games_genre_city_building', 'rating': 2}, {'criteria': 'vaf_games_funny', 'rating': 2}, {'criteria': 'vaf_games_subject_tank', 'rating': 2}]",age.of.civilizations2.jakowski.lukasz,1
