,Unnamed: 0,id,userName,userImage,date,score,scoreText,url,title,text,replyDate,replyText,version,thumbsUp,criterias,App_Id,label
3501,3501,gp:AOqpTOEvwJU7wqGXgyL4uIcIpRynEATFzcqgvBOks1V0zoPe7hNT85CFtdsvSHO5cIa0JxtgrFFaFLGOwbK3UG8,Stacy Oswald,https://play-lh.googleusercontent.com/a-/AOh14GhX-RbOlPC1WBaxBKzpxmIa2-o4XO-472KaJJHMKQ,2018-10-22T19:28:26.537Z,5,5,https://play.google.com/store/apps/details?id=air.com.RustyLake.RustyLakeHotel&reviewId=gp:AOqpTOEvwJU7wqGXgyL4uIcIpRynEATFzcqgvBOks1V0zoPe7hNT85CFtdsvSHO5cIa0JxtgrFFaFLGOwbK3UG8,,Addicting!,,,2.2.0,0,"[{'criteria': 'vaf_games_massively_multi_player', 'rating': 2}, {'criteria': 'vaf_games_genre_interactive_fiction', 'rating': 3}, {'criteria': 'vaf_games_works_offline', 'rating': 1}]",air.com.RustyLake.RustyLakeHotel,
3502,3502,gp:AOqpTOGDgSwNHZBpWj8RzAtjIv4sEPW-1qxh0oHEuSpu70bianMzX3Los564_iWGfwZTFSxbdNCsk0PuxvyBUtw,Kate Kloos,https://play-lh.googleusercontent.com/a-/AOh14GhEJmejb6N_N6lc43gpTptRNDnsEFhyMg1nKjtn1Q,2017-12-29T00:06:05.466Z,5,5,https://play.google.com/store/apps/details?id=air.com.RustyLake.RustyLakeHotel&reviewId=gp:AOqpTOGDgSwNHZBpWj8RzAtjIv4sEPW-1qxh0oHEuSpu70bianMzX3Los564_iWGfwZTFSxbdNCsk0PuxvyBUtw,,Developers: give up all other things in life to create more games. They're all great!!,,,2.1.0,0,"[{'criteria': 'vaf_games_addictive', 'rating': 1}, {'criteria': 'vaf_games_funny', 'rating': 1}, {'criteria': 'vaf_games_single_player', 'rating': 1}]",air.com.RustyLake.RustyLakeHotel,
3503,3503,gp:AOqpTOHmxmcsPSpNiTkGuGegaXFJdMCEWDG2SZzxDX5YbuHOLFtbfsLZnQ0KEh3kXwOZKbgwFZ7KXYkgZum_zqE,George Saad,https://play-lh.googleusercontent.com/a-/AOh14Giap1DQFqrqHuK6ot37gotIZtRh9u_plUbvoVZH1w,2016-04-24T15:39:40.959Z,5,5,https://play.google.com/store/apps/details?id=air.com.RustyLake.RustyLakeHotel&reviewId=gp:AOqpTOHmxmcsPSpNiTkGuGegaXFJdMCEWDG2SZzxDX5YbuHOLFtbfsLZnQ0KEh3kXwOZKbgwFZ7KXYkgZum_zqE,,So mysterious and creepy. I wish it was longer but it's great. More rusty Lake!,,,1.0.0,0,[],air.com.RustyLake.RustyLakeHotel,
3504,3504,gp:AOqpTOGrNo5nW7Qz6jtazNIfDesJfGQuxZJ95Eaq1Malgsds3nFEwov_xLZIAVjnkErXmUwGWGb9vlZ4OHPsw2w,Alex Palacios,https://play-lh.googleusercontent.com/a-/AOh14Gh8eL9P17ZuqPXLxZyDTbeNnFNajCvCbqcFKao7ag,2016-07-11T13:40:06.101Z,5,5,https://play.google.com/store/apps/details?id=air.com.RustyLake.RustyLakeHotel&reviewId=gp:AOqpTOGrNo5nW7Qz6jtazNIfDesJfGQuxZJ95Eaq1Malgsds3nFEwov_xLZIAVjnkErXmUwGWGb9vlZ4OHPsw2w,,Can't wait for the next installment,,,2.1.0,1,[],air.com.RustyLake.RustyLakeHotel,
3505,3505,gp:AOqpTOEYNxTGXVhHOuIfuJ3xiGR5OiCDjOf777IAnw1ZP1KVjRGSIB0jJiB_mu13lbkNtFNyK4lUwy5Y1s4dh-0,Ievgen Major,https://play-lh.googleusercontent.com/a-/AOh14GiCMrRKsbAIwgahhiS_R31tR0MkT2O3HCpy8Yc8fA,2016-02-02T21:20:18.424Z,5,5,https://play.google.com/store/apps/details?id=air.com.RustyLake.RustyLakeHotel&reviewId=gp:AOqpTOEYNxTGXVhHOuIfuJ3xiGR5OiCDjOf777IAnw1ZP1KVjRGSIB0jJiB_mu13lbkNtFNyK4lUwy5Y1s4dh-0,,Great quest,2016-02-04T13:24:57.350Z,Glad you enjoyed it!,1.0.0,0,[],air.com.RustyLake.RustyLakeHotel,
3506,3506,gp:AOqpTOH5L-LyjA9p04VLbjontvs7efakG7VZ1z14DhaNw88dxdboue7thi300LEsKAPZWS-litkCTBWfNZPMheM,Blake Mayberry,https://play-lh.googleusercontent.com/a/AATXAJymioLoa6jN6mvAOdZCJ5r4dhfpgkJYlWLy2Sz7=mo,2018-02-06T01:12:38.533Z,5,5,https://play.google.com/store/apps/details?id=air.com.RustyLake.RustyLakeHotel&reviewId=gp:AOqpTOH5L-LyjA9p04VLbjontvs7efakG7VZ1z14DhaNw88dxdboue7thi300LEsKAPZWS-litkCTBWfNZPMheM,,Very unusual story but a great way to make you really think about what you have to do in order to succeed,,,2.1.0,0,"[{'criteria': 'vaf_games_rating_controls', 'rating': None}, {'criteria': 'vaf_games_rating_gameplay', 'rating': None}, {'criteria': 'vaf_games_rating_graphics', 'rating': None}]",air.com.RustyLake.RustyLakeHotel,
3507,3507,gp:AOqpTOFG2w9yfCklCCu7z-SyhCFnEEm08X_w1mfo-iGmzbBZhf4q06oScVA45Rw703dGJZkkGQCBxSf4yRoGqWQ,Jay Dee,https://play-lh.googleusercontent.com/a/AATXAJywHFxOw_2k8hHSJkV2NYWYVvg2LElcdU1Ywf86=mo,2019-06-26T13:22:35.688Z,5,5,https://play.google.com/store/apps/details?id=air.com.RustyLake.RustyLakeHotel&reviewId=gp:AOqpTOFG2w9yfCklCCu7z-SyhCFnEEm08X_w1mfo-iGmzbBZhf4q06oScVA45Rw703dGJZkkGQCBxSf4yRoGqWQ,,best games ever!,,,,0,"[{'criteria': 'vaf_games_rating_graphics', 'rating': None}, {'criteria': 'vaf_games_rating_controls', 'rating': None}, {'criteria': 'vaf_games_rating_gameplay', 'rating': None}]",air.com.RustyLake.RustyLakeHotel,
3508,3508,gp:AOqpTOE0n7uKZbKvkLowlHjYa4Kt1qBU89FFeJvx5aXk6OdZUOPGpMvFGtnvIol7PhTVv5ZGHKQ-AlZ9Fl6MHD8,Charles Woolbright,https://play-lh.googleusercontent.com/a-/AOh14GjMArE9YuNzXFQICskaFM6IZvzy1F8AAnlT2CUkyA,2016-05-25T05:14:42.569Z,5,5,https://play.google.com/store/apps/details?id=air.com.RustyLake.RustyLakeHotel&reviewId=gp:AOqpTOE0n7uKZbKvkLowlHjYa4Kt1qBU89FFeJvx5aXk6OdZUOPGpMvFGtnvIol7PhTVv5ZGHKQ-AlZ9Fl6MHD8,,And kept getting better. Need more games like this.,2016-05-24T09:07:45.768Z,"Sorry could you email us with more details about this to: info@rustylake.com. The cup and ball puzzle is randomly generated, but isn't it possible for you to just follow the item?",1.0.0,0,[],air.com.RustyLake.RustyLakeHotel,
3509,3509,gp:AOqpTOEXL_Il70KhoyTMdiAC0jBpd-IFKvrI85yZufSAQtAX6yCA6p4wIwo5i6FLjP1Jq5wRQPQbOjLLHscn8-o,Sai Vignesh,https://play-lh.googleusercontent.com/a/AATXAJz5qs9jOk6ew3zgOoRsdBhTwM59lnX2gKsTwLgQ=mo,2020-06-14T08:19:28.573Z,5,5,https://play.google.com/store/apps/details?id=air.com.RustyLake.RustyLakeHotel&reviewId=gp:AOqpTOEXL_Il70KhoyTMdiAC0jBpd-IFKvrI85yZufSAQtAX6yCA6p4wIwo5i6FLjP1Jq5wRQPQbOjLLHscn8-o,,awesome mystery game!!!,,,2.3.1,0,"[{'criteria': 'vaf_games_rating_gameplay', 'rating': None}, {'criteria': 'vaf_games_rating_graphics', 'rating': None}, {'criteria': 'vaf_games_rating_controls', 'rating': None}]",air.com.RustyLake.RustyLakeHotel,
3510,3510,gp:AOqpTOHv9Cuela-stg10CL3YbC52WviGYhnY-JbbjhoI5Y6LcLj4l89h4YKOtGQkKqjWXjJUXUd91stbaRO-Jcs,idgaf of whatyousaid,https://play-lh.googleusercontent.com/a-/AOh14Gg_1AmIHzAgx-CBRNpc5Y7m0aaQqkS-_SVFXxKExw,2019-09-29T15:59:20.686Z,5,5,https://play.google.com/store/apps/details?id=air.com.RustyLake.RustyLakeHotel&reviewId=gp:AOqpTOHv9Cuela-stg10CL3YbC52WviGYhnY-JbbjhoI5Y6LcLj4l89h4YKOtGQkKqjWXjJUXUd91stbaRO-Jcs,,Deserving of the 5star rate. A must buy for the lovers of this genre.,2019-10-08T11:22:21.557Z,"Hi, thanks for evaluating!",2.2.0,0,"[{'criteria': 'vaf_games_rating_graphics', 'rating': None}, {'criteria': 'vaf_games_rating_controls', 'rating': None}, {'criteria': 'vaf_games_rating_gameplay', 'rating': None}]",air.com.RustyLake.RustyLakeHotel,
