,Unnamed: 0,id,userName,userImage,date,score,scoreText,url,title,text,replyDate,replyText,version,thumbsUp,criterias,App_Id,label
2001,2001,gp:AOqpTOFm7yf0rd7YPYCqrAMMFBtj0WEyPBh4tUUPY2BF8yBY8jQCNx4nING7p_6rAlzNFcQO4eUdH9ziBQ8lRW0,Patrick Maguill,https://play-lh.googleusercontent.com/a/AATXAJxMDGql3Awdk_IiAlF4U5PvFuC5T5QTIyvCvvev=mo,2019-07-29T23:44:50.235Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papaspancakeriatogo&reviewId=gp:AOqpTOFm7yf0rd7YPYCqrAMMFBtj0WEyPBh4tUUPY2BF8yBY8jQCNx4nING7p_6rAlzNFcQO4eUdH9ziBQ8lRW0,,3 stacks of pancakes make me watch robin hood!,,,1.1.0,3,"[{'criteria': 'vaf_games_rating_controls', 'rating': None}, {'criteria': 'vaf_games_rating_graphics', 'rating': None}, {'criteria': 'vaf_games_rating_gameplay', 'rating': None}]",air.com.flipline.papaspancakeriatogo,0
2002,2002,gp:AOqpTOH1HLM2auZr0-KriPODRtkjaCd6BHeO-Pc9ULwyt2362y7DuE1f1POZSn44Gg5UzBNTCHsXPmn9_IX-NHQ,Alexis Vlogs,https://play-lh.googleusercontent.com/a-/AOh14GhTQ-wnFyeUHWc36MxCKHtTKvdyvbh61bw_M1q14w,2020-05-24T23:21:19.223Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papaspancakeriatogo&reviewId=gp:AOqpTOH1HLM2auZr0-KriPODRtkjaCd6BHeO-Pc9ULwyt2362y7DuE1f1POZSn44Gg5UzBNTCHsXPmn9_IX-NHQ,,love it.,,,1.2.0,1,"[{'criteria': 'vaf_games_rating_controls', 'rating': None}, {'criteria': 'vaf_games_rating_gameplay', 'rating': None}, {'criteria': 'vaf_games_rating_graphics', 'rating': None}]",air.com.flipline.papaspancakeriatogo,0
2003,2003,gp:AOqpTOENgJx0RYNDYSzzObEuP7U33lzpwiSso7Vs5HVqWSo1XvcuLIbWgVwnEDu0PmtPUuZZ1JGUFuwp9ee5X0o,Danny Westbrooks,https://play-lh.googleusercontent.com/a-/AOh14GirYazJX-XXIVhGm7TAa7E42wphbxF9VPnwvJxJ8w,2020-07-31T18:19:03.836Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papaspancakeriatogo&reviewId=gp:AOqpTOENgJx0RYNDYSzzObEuP7U33lzpwiSso7Vs5HVqWSo1XvcuLIbWgVwnEDu0PmtPUuZZ1JGUFuwp9ee5X0o,,This is my all time favorite papa louie game. It is easy but has a challenge here and there which makes it a very good game.,,,1.2.0,4,"[{'criteria': 'vaf_games_subject_boating', 'rating': 2}, {'criteria': 'vaf_games_genre_racing', 'rating': 2}, {'criteria': 'vaf_games_feature_leaderboard', 'rating': 2}]",air.com.flipline.papaspancakeriatogo,0
2004,2004,gp:AOqpTOEv5XsKiFdb1NxcVCRv2UzzOtDqJXMv27K-9D682qc2fpCeak2WOSnZYcN6htwR06st8OR9sDFDWHtWF_I,Derek Fairchild,https://play-lh.googleusercontent.com/a-/AOh14GhEiKPYmIGx-eusUeDKZ19u4A63I-A8htcLwfNb6Q,2019-04-07T12:43:50.684Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papaspancakeriatogo&reviewId=gp:AOqpTOEv5XsKiFdb1NxcVCRv2UzzOtDqJXMv27K-9D682qc2fpCeak2WOSnZYcN6htwR06st8OR9sDFDWHtWF_I,,"Loved this game on PC, and now I can enjoy it on phone too!",,,1.1.0,5,"[{'criteria': 'vaf_games_rating_graphics', 'rating': None}, {'criteria': 'vaf_games_rating_controls', 'rating': None}, {'criteria': 'vaf_games_rating_gameplay', 'rating': None}]",air.com.flipline.papaspancakeriatogo,0
2005,2005,gp:AOqpTOFb90iWmM-DAqfEtDgT2OROqUv4lJJi57bMKzkQwdhRHllj3prZ6JC8rJO0uKNtKXUiCXXtVOOiCxhUBmU,Crystal Cooper,https://play-lh.googleusercontent.com/a/AATXAJw9ABbLgPXxjw61IkA-aCUNZIzVAwrrcA0iz7D6LU8=mo,2019-06-20T14:27:52.338Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papaspancakeriatogo&reviewId=gp:AOqpTOFb90iWmM-DAqfEtDgT2OROqUv4lJJi57bMKzkQwdhRHllj3prZ6JC8rJO0uKNtKXUiCXXtVOOiCxhUBmU,,love it,,,1.1.0,1,"[{'criteria': 'vaf_games_rating_graphics', 'rating': None}, {'criteria': 'vaf_games_rating_gameplay', 'rating': None}, {'criteria': 'vaf_games_rating_controls', 'rating': None}]",air.com.flipline.papaspancakeriatogo,0
2006,2006,gp:AOqpTOEBForvhV-PEZPCG1Dq-uQqKeqJYX_e_Er-Ho9PePACMN79ZXTrCFNUFG5gUqeGqHFCCjQkTuXUyyRCmb4,Laura Rodrigues,https://play-lh.googleusercontent.com/a-/AOh14GhZ3RSneVAhoFG8W_5fQs8urNiCv7mxR1e68RgAwQ,2021-01-30T03:26:50.306Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papaspancakeriatogo&reviewId=gp:AOqpTOEBForvhV-PEZPCG1Dq-uQqKeqJYX_e_Er-Ho9PePACMN79ZXTrCFNUFG5gUqeGqHFCCjQkTuXUyyRCmb4,,Amava jogar no PC e a versão mobile me deu a mesma sensação nostálgica! Super recomendo.,,,1.2.0,0,"[{'criteria': 'vaf_games_subject_motorcycle', 'rating': None}, {'criteria': 'vaf_games_addictive', 'rating': None}, {'criteria': 'vaf_never_display_content_language', 'rating': None}]",air.com.flipline.papaspancakeriatogo,0
2007,2007,gp:AOqpTOFs72HJ9j-0VkdhIgNn9DIUiNV_TMecmFlI4Tl9wKCDqf0FWdnbgSFkQwD9n_dHKj9ft04ukP8JpK4dkkg,nikola owo,https://play-lh.googleusercontent.com/a/AATXAJzxopqwx6xBqTG4zp61-8Tk-yoe7LkQHDwL7R7a=mo,2021-02-06T15:24:14.744Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papaspancakeriatogo&reviewId=gp:AOqpTOFs72HJ9j-0VkdhIgNn9DIUiNV_TMecmFlI4Tl9wKCDqf0FWdnbgSFkQwD9n_dHKj9ft04ukP8JpK4dkkg,,"super fun! i highly reccomend this game, it's really worth the price, no bugs, and you can play for hours! <33",,,,3,"[{'criteria': 'vaf_games_genre_stunt_driving', 'rating': 2}, {'criteria': 'vaf_games_complex', 'rating': 3}, {'criteria': 'vaf_games_subject_snowboarding', 'rating': 2}]",air.com.flipline.papaspancakeriatogo,0
2008,2008,gp:AOqpTOGedkkGnbLS9QqhT4I02n0gDRm2gClZ5SF7Vzb7nyI2WluW4tSBFxJDFM6RjVNUCqvWNLYfxbsfMjIVokk,LIZI CLAIRES,https://play-lh.googleusercontent.com/a/AATXAJx7k0CTjR4C6Quhm6vYXPwZ6jnIDt8-3DnrdRH_=mo,2021-02-12T16:54:33.829Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papaspancakeriatogo&reviewId=gp:AOqpTOGedkkGnbLS9QqhT4I02n0gDRm2gClZ5SF7Vzb7nyI2WluW4tSBFxJDFM6RjVNUCqvWNLYfxbsfMjIVokk,,I love THIS game,,,1.2.0,0,"[{'criteria': 'vaf_games_subject_skateboarding', 'rating': 2}, {'criteria': 'vaf_games_funny', 'rating': 1}, {'criteria': 'vaf_games_customizable', 'rating': 1}]",air.com.flipline.papaspancakeriatogo,0
2009,2009,gp:AOqpTOHfya7iCifFqiluTaAYqoQMcjCsSgbO6qS3UwN3yobnEy8rHylQjLY0bk1WgQxdR3tbG5fOvw_KihFsl1Y,Kameron Farrow,https://play-lh.googleusercontent.com/a/AATXAJy8om9QdT9yH6ZXd9Fva5G-nf_JuXCAn8VFaO0l=mo,2021-02-24T17:41:34.951Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papaspancakeriatogo&reviewId=gp:AOqpTOHfya7iCifFqiluTaAYqoQMcjCsSgbO6qS3UwN3yobnEy8rHylQjLY0bk1WgQxdR3tbG5fOvw_KihFsl1Y,,There are no words to describe how amazing this game is!!,,,1.2.0,0,"[{'criteria': 'vaf_games_genre_visual_novel', 'rating': 3}, {'criteria': 'vaf_games_subject_boating', 'rating': 2}, {'criteria': 'vaf_games_beautiful', 'rating': 1}]",air.com.flipline.papaspancakeriatogo,0
2010,2010,gp:AOqpTOF_IgcI78bHg0-0poB2O9tMQnsaOvArMlctJAAjMNZUXVYHDcs-vVtIV7kREeN-J9dChaw-b34qBhx81vw,mario enemy fan 2006,https://play-lh.googleusercontent.com/a-/AOh14Gi1pUdYa2Y8zGSKBAlVQqVujR7fqjT2nlKcciQu,2021-03-25T17:49:04.120Z,5,5,https://play.google.com/store/apps/details?id=air.com.flipline.papaspancakeriatogo&reviewId=gp:AOqpTOF_IgcI78bHg0-0poB2O9tMQnsaOvArMlctJAAjMNZUXVYHDcs-vVtIV7kREeN-J9dChaw-b34qBhx81vw,,Great game but 2 problems 1.sometimes when going from the drink station to the order station the take order button disappears 2.some times when moving into a new holiday holiday clothing changes its holiday theme to the current one,,,1.2.0,9,"[{'criteria': 'vaf_games_challenging', 'rating': 1}, {'criteria': 'vaf_never_display_content_language', 'rating': 1}, {'criteria': 'vaf_games_genre_government_simulation', 'rating': 2}]",air.com.flipline.papaspancakeriatogo,0
